geo,time,GOOGLE_IMPS,LINKEDIN_IMPS,LINKEDINABM_IMPS,DISPLAYABM_IMPS,VIDEOABM_IMPS,AUDIO_IMPS,DISPLAY_IMPS,VIDEO_IMPS,TEADS_IMPS,YOUTUBE_IMPS,CLICKS_GOOGLE,CLICKS_LINKEDIN,CLICKS_LINKEDIN_ABM,CLICKS_ABM_DISPLAY,CLICKS_ABM_VIDEO,CLICKS_AUDIO,CLICKS_DISPLAY,CLICKS_VIDEO,CLICKS_TEADS,CLICKS_YOUTUBE,GOOGLE_SPEND,LINKEDIN_SPEND,LINKEDINABM_SPEND,DISPLAYABM_SPEND,VIDEOABM_SPEND,AUDIO_SPEND,DISPLAY_SPEND,VIDEO_SPEND,TEADS_SPEND,YOUTUBE_SPEND,TOTAL_SPEND,MONTH,TOTAL_IMPS,TOTAL_IMPS_DAY,SAME_DAY_ENTRIES,CONVERSIONS_DAY,conversions,REV_PER_CONVERSION
North America,2024-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-10-14,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,21.95,0.0,0.0,0.0,21.95,2024-10,26,12379,0,43,0,87.19
North America,2024-10-15,0,0,0,0,0,0,0,9628,12884,0,0,0,0,0,0,0,0,6,12,0,0.0,0.0,0,0.0,0.0,0,0.0,21.95,256.18,0.0,278.13,2024-10,22512,28457,0,27,21,87.19
North America,2024-10-16,0,0,0,0,0,0,0,0,0,5482,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,109.64,109.64,2024-10,5482,5482,0,22,22,87.19
North America,2024-10-17,0,0,0,0,0,0,0,0,0,7762,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,155.24,155.24,2024-10,7762,9392,0,21,17,87.19
North America,2024-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-10-19,4331,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,433.44,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,433.44,2024-10,4331,5655,0,13,10,87.19
North America,2024-10-20,0,1003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,24.12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.12,2024-10,1003,2440,0,29,12,87.19
North America,2024-10-21,0,1000,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,28.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.5,2024-10,1000,3112,0,33,11,87.19
North America,2024-10-22,0,829,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,57.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,57.0,2024-10,829,3123,0,72,19,87.19
North America,2024-10-23,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,21.95,0.0,0,0.0,0.0,0.0,0.0,21.95,2024-10,45,2605,0,96,2,87.19
North America,2024-10-24,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,21.95,0.0,0,0.0,0.0,0.0,0.0,21.95,2024-10,37,40,0,93,86,87.19
North America,2024-10-25,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,21.95,0.0,0,0.0,0.0,0.0,0.0,21.95,2024-10,27,61,0,85,38,87.19
North America,2024-10-26,0,0,0,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,21.95,0.0,0,0.0,0.0,0.0,0.0,21.95,2024-10,1247,1343,0,91,84,87.19
North America,2024-10-27,0,0,0,2238,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,21.95,0.0,0,0.0,0.0,0.0,0.0,21.95,2024-10,2238,2328,0,54,52,87.19
North America,2024-10-28,0,0,0,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,21.95,0.0,0,0.0,0.0,0.0,0.0,21.95,2024-10,1482,1585,0,61,57,87.19
North America,2024-10-29,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,43.9,0.0,0,0.0,0.0,0.0,0.0,43.9,2024-10,359,371,0,73,71,87.19
North America,2024-10-30,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,43.9,0.0,0,0.0,0.0,0.0,0.0,43.9,2024-10,446,481,0,66,61,87.19
North America,2024-10-31,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,21.95,0.0,0,0.0,0.0,0.0,0.0,21.95,2024-10,243,252,0,31,30,87.19
North America,2024-11-01,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,21.95,0.0,0,0.0,0.0,0.0,0.0,21.95,2024-11,276,282,0,6,6,87.19
North America,2024-11-02,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,21.95,0.0,0,0.0,0.0,0.0,0.0,21.95,2024-11,94,96,0,4,4,87.19
North America,2024-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-11-05,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,43.9,0.0,0,0.0,0.0,0.0,0.0,43.9,2024-11,168,267,0,28,18,87.19
North America,2024-11-06,0,0,0,0,5854,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0,0.0,21.95,0,0.0,0.0,0.0,0.0,21.95,2024-11,5854,6087,0,23,22,87.19
North America,2024-11-07,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,21.95,0.0,0.0,0.0,21.95,2024-11,254,546,0,19,9,87.19
North America,2024-11-08,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,21.95,0.0,0.0,0.0,21.95,2024-11,642,4887,0,17,2,87.19
North America,2024-11-09,0,0,0,0,0,0,12229,0,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0,0.0,0.0,0,21.95,0.0,0.0,0.0,21.95,2024-11,12229,17664,0,6,4,87.19
North America,2024-11-10,0,0,0,0,0,0,16718,0,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0,0.0,0.0,0,21.95,0.0,0.0,0.0,21.95,2024-11,16718,16973,0,10,10,87.19
North America,2024-11-11,0,0,0,0,0,0,1414,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0.0,0.0,0,21.95,0.0,0.0,0.0,21.95,2024-11,1414,4396,0,9,3,87.19
North America,2024-11-12,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,21.95,0.0,0.0,0.0,21.95,2024-11,700,14944,0,23,1,87.19
North America,2024-11-13,0,0,0,0,0,0,23963,0,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0,0.0,0.0,0,21.95,0.0,0.0,0.0,21.95,2024-11,23963,39641,0,20,12,87.19
North America,2024-11-14,0,0,0,0,0,0,4350,0,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0,0.0,0.0,0,21.95,0.0,0.0,0.0,21.95,2024-11,4350,5518,0,13,10,87.19
North America,2024-11-15,0,0,0,0,0,0,2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,43.9,0.0,0.0,0.0,43.9,2024-11,2512,3359,0,12,9,87.19
North America,2024-11-16,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,21.95,0.0,0.0,0.0,21.95,2024-11,602,1123,0,10,5,87.19
North America,2024-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-11-18,0,0,0,0,0,0,1173,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0,0.0,0.0,0,21.95,0.0,0.0,0.0,21.95,2024-11,1173,1174,0,23,23,87.19
North America,2024-11-19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,21.95,0.0,0.0,0.0,21.95,2024-11,2,121,0,18,0,87.19
North America,2024-11-20,1245,900,0,0,0,0,427,21886,15051,19811,254,5,0,0,0,0,0,19,23,52,759.46,25.7,0,0.0,0.0,0,109.75,21.95,300.1,396.22,1613.18,2024-11,59320,107284,0,14,8,87.19
North America,2024-11-21,0,2398,0,5734,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0.0,95.0,0,153.65,0.0,0,0.0,0.0,0.0,0.0,248.65,2024-11,8132,15457,0,15,8,87.19
North America,2024-11-22,0,0,0,1528,6259,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,175.6,21.95,0,21.95,0.0,0.0,0.0,219.5,2024-11,7788,9338,0,19,16,87.19
North America,2024-11-23,0,0,0,0,0,0,35934,0,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0,0.0,0.0,0,219.5,0.0,0.0,0.0,219.5,2024-11,35934,72366,0,11,5,87.19
North America,2024-11-24,0,0,0,0,0,0,869,20959,15749,14965,0,0,0,0,0,0,3,26,11,27,0.0,0.0,0,0.0,0.0,0,109.75,21.95,313.04,299.3,744.04,2024-11,52542,80885,0,15,10,87.19
North America,2024-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-12-05,1745,579,0,0,0,0,0,0,0,0,184,7,0,0,0,0,0,0,0,0,961.52,77.33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1038.85,2024-12,2324,8778,0,61,16,87.19
North America,2024-12-06,0,1420,0,5006,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0.0,38.0,0,241.45,0.0,0,0.0,0.0,0.0,0.0,279.45,2024-12,6426,11526,0,68,38,87.19
North America,2024-12-07,0,0,0,390,4568,0,23865,0,0,0,0,0,0,0,2,0,20,0,0,0,0.0,0.0,0,87.8,21.95,0,153.65,0.0,0.0,0.0,263.4,2024-12,28823,73586,0,47,18,87.19
North America,2024-12-08,0,0,0,0,0,0,41519,17100,17351,13945,0,0,0,0,0,0,23,11,24,31,0.0,0.0,0,0.0,0.0,0,241.45,21.95,345.62,278.9,887.92,2024-12,89915,126226,0,62,44,87.19
North America,2024-12-09,1551,1739,0,1154,1164,0,4376,0,0,7157,167,9,0,1,1,0,3,0,0,14,783.13,88.36,0,329.25,21.95,0,87.8,0.0,0.0,143.14,1453.63,2024-12,17141,34675,0,90,44,87.19
North America,2024-12-10,4629,6138,0,13531,11862,0,98213,31261,28070,33176,275,27,0,13,4,0,103,25,31,59,896.95,205.16,0,658.5,43.9,0,987.75,43.9,559.62,663.52,4059.3,2024-12,226880,402667,0,58,33,87.19
North America,2024-12-11,0,0,0,0,0,0,472,21379,16208,15036,0,0,0,0,0,0,0,56,13,23,0.0,0.0,0,0.0,0.0,0,65.85,21.95,322.26,300.72,710.78,2024-12,53095,81824,0,140,91,87.19
North America,2024-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-12-14,2370,4221,0,4635,5063,0,65667,0,0,0,208,14,0,8,3,0,66,0,0,0,1093.76,143.83,0,329.25,21.95,0,373.15,0.0,0.0,0.0,1961.94,2024-12,81956,145396,0,33,19,87.19
North America,2024-12-15,5451,7096,0,804,980,0,16018,23893,28951,34793,430,22,0,0,2,0,13,26,44,70,1755.95,197.37,0,329.25,21.95,0,395.1,43.9,576.02,695.86,4015.4,2024-12,117986,200815,0,7,4,87.19
North America,2024-12-16,728,6132,0,6629,5772,0,49175,21456,13932,20683,105,13,0,9,5,0,38,11,10,48,313.95,114.78,0,373.15,21.95,0,395.1,21.95,277.98,413.66,1932.52,2024-12,124507,223210,0,24,13,87.19
North America,2024-12-17,0,0,0,7111,5939,0,35096,20682,15563,14527,0,0,0,5,3,0,28,26,16,28,0.0,0.0,0,285.35,21.95,0,395.1,21.95,309.92,290.54,1324.81,2024-12,98918,166670,0,38,23,87.19
North America,2024-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-12-20,2009,1313,0,761,0,0,0,0,0,0,126,8,0,0,0,0,0,0,0,0,653.93,83.22,0,87.8,0.0,0,0.0,0.0,0.0,0.0,824.95,2024-12,4083,13746,0,19,6,87.19
North America,2024-12-21,1883,1703,0,2976,3174,0,61514,15505,14542,21947,261,8,0,2,1,0,49,13,23,46,1192.14,80.29,0,417.05,21.95,0,395.1,21.95,290.02,438.94,2857.44,2024-12,123244,208563,0,16,9,87.19
North America,2024-12-22,4653,1937,0,5969,555,0,16518,9569,12734,13425,170,10,0,6,1,0,15,6,24,29,584.8,91.53,0,460.95,21.95,0,395.1,21.95,254.0,268.5,2098.78,2024-12,65360,116972,0,24,13,87.19
North America,2024-12-23,1560,3526,0,5629,7415,0,57737,21977,10579,20696,278,14,0,7,2,0,70,17,10,58,831.22,124.28,0,329.25,43.9,0,395.1,21.95,211.22,413.92,2370.84,2024-12,129119,227593,0,23,13,87.19
North America,2024-12-24,0,0,0,0,0,0,32345,20423,13003,14240,0,0,0,0,0,0,32,22,9,56,0.0,0.0,0,0.0,0.0,0,373.15,21.95,259.3,284.8,939.2,2024-12,80011,148990,0,18,10,87.19
North America,2024-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2024-12-27,1986,2270,0,2727,2869,0,785,0,0,0,87,8,0,1,1,0,1,0,0,0,436.86,83.22,0,329.25,21.95,0,65.85,0.0,0.0,0.0,937.13,2024-12,10637,24573,0,21,9,87.19
North America,2024-12-28,2008,1151,0,675,595,0,75922,15225,15005,22544,293,8,0,0,0,0,69,16,21,61,1360.57,80.29,0,307.3,21.95,0,570.7,21.95,299.06,450.88,3112.7,2024-12,133125,237362,0,24,13,87.19
North America,2024-12-29,4120,1589,0,6196,2951,0,55059,9665,11796,13870,172,10,0,7,2,0,67,10,19,16,591.68,84.59,0,329.25,21.95,0,417.05,21.95,235.12,277.4,1978.99,2024-12,105246,176051,0,30,18,87.19
North America,2024-12-30,1489,1110,0,4498,3859,0,31011,20995,13034,20747,225,8,0,5,1,0,34,14,20,53,672.75,67.28,0,329.25,21.95,0,373.15,21.95,259.82,414.94,2161.09,2024-12,96743,183497,0,22,12,87.19
North America,2024-12-31,0,0,0,0,0,0,999,20340,14898,14052,0,0,0,0,0,0,2,31,14,50,0.0,0.0,0,0.0,0.0,0,109.75,21.95,296.64,281.04,709.38,2024-12,50289,77302,0,25,16,87.19
North America,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2025-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2025-01-03,2656,1833,0,4951,5860,0,53852,0,0,0,105,12,0,1,4,0,41,0,0,0,538.22,121.22,0,329.25,21.95,0,263.4,0.0,0.0,0.0,1274.04,2025-01,69152,134952,0,36,18,87.19
North America,2025-01-04,6043,2915,0,1174,1374,0,17174,26743,29202,35260,333,12,0,0,0,0,15,27,37,75,1415.82,116.86,0,329.25,21.95,0,526.8,43.9,581.7,705.2,3741.48,2025-01,119885,210825,0,29,16,87.19
North America,2025-01-05,1451,4927,0,7398,7100,0,52449,21689,13409,20405,237,20,0,3,2,0,86,30,20,44,708.63,152.63,0,329.25,21.95,0,395.1,21.95,267.14,408.1,2304.75,2025-01,128828,234544,0,27,15,87.19
North America,2025-01-06,0,1232,0,7624,6094,0,34684,20915,17067,14410,0,5,0,6,6,0,31,16,15,30,0.0,47.5,0,329.25,21.95,0,373.15,21.95,339.72,288.2,1421.72,2025-01,102026,166107,0,38,23,87.19
North America,2025-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2025-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2025-01-09,1664,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,573.04,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,573.04,2025-01,1664,16605,0,38,4,87.19
North America,2025-01-10,1133,5071,0,4495,6131,0,61429,17490,0,0,47,12,0,2,1,0,33,15,0,0,207.74,114.0,0,329.25,21.95,0,395.1,21.95,0.0,0.0,1089.99,2025-01,95749,196983,0,34,17,87.19
North America,2025-01-11,6122,3449,0,1276,1261,0,16078,9765,28089,33751,287,23,0,2,0,0,12,4,37,48,1264.78,208.91,0,373.15,21.95,0,395.1,21.95,559.64,675.02,3520.5,2025-01,99791,156331,0,25,16,87.19
North America,2025-01-12,1592,2258,0,6907,5549,0,51586,21017,14706,19431,236,14,0,8,3,0,71,36,19,50,705.64,115.56,0,307.3,21.95,0,395.1,21.95,293.14,388.62,2249.26,2025-01,123046,226927,0,21,11,87.19
North America,2025-01-13,0,0,0,6857,5766,0,23200,20360,16447,13753,0,0,0,6,2,0,33,22,18,25,0.0,0.0,0,307.3,21.95,0,329.25,21.95,326.6,275.06,1282.11,2025-01,86383,152563,0,24,14,87.19
North America,2025-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2025-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2025-01-16,4831,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,1567.62,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1567.62,2025-01,4831,16735,0,36,10,87.19
North America,2025-01-17,0,1392,0,5500,5531,0,63517,24996,0,0,0,11,0,8,7,0,40,23,0,0,0.0,111.72,0,329.25,21.95,0,395.1,21.95,0.0,0.0,879.97,2025-01,100936,199179,0,45,23,87.19
North America,2025-01-18,6995,6154,0,2143,2349,0,18197,11023,28522,34296,533,26,0,0,6,0,17,6,44,62,2183.32,233.33,0,351.2,21.95,0,395.1,21.95,567.78,685.92,4460.55,2025-01,109679,167299,0,47,31,87.19
North America,2025-01-19,1707,4262,0,7163,5484,0,58630,21340,13853,19183,252,13,0,6,8,0,61,29,14,40,753.48,110.42,0,307.3,21.95,0,373.15,21.95,276.24,383.66,2248.15,2025-01,131622,238481,0,42,23,87.19
North America,2025-01-20,0,0,0,5920,4080,0,28255,17218,15537,13027,0,0,0,5,2,0,37,20,15,34,0.0,0.0,0,329.25,21.95,0,373.15,21.95,309.5,260.54,1316.34,2025-01,84037,142437,0,43,25,87.19
North America,2025-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2025-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2025-01-23,2991,2572,0,29,0,0,0,0,0,0,173,10,0,0,0,0,0,0,0,0,888.92,105.83,0,43.9,0.0,0,0.0,0.0,0.0,0.0,1038.65,2025-01,5592,34063,0,52,9,87.19
North America,2025-01-24,1680,1190,0,2962,2228,0,63138,26816,16191,19834,223,10,0,4,3,0,51,18,26,45,1036.82,97.86,0,307.3,21.95,0,373.15,21.95,322.7,396.68,2578.41,2025-01,134039,197576,0,55,37,87.19
North America,2025-01-25,4381,5614,0,7185,1703,0,20825,13594,12548,13740,177,14,0,8,2,0,21,5,23,18,608.88,119.12,0,504.85,21.95,0,373.15,21.95,249.4,274.8,2174.1,2025-01,79590,127852,0,47,29,87.19
North America,2025-01-26,1617,6075,0,4422,5421,0,55987,20969,14838,19102,234,16,0,3,6,0,96,28,22,42,699.66,121.48,0,329.25,21.95,0,395.1,21.95,295.96,382.04,2267.39,2025-01,128431,218403,0,33,19,87.19
North America,2025-01-27,0,0,0,668,2128,0,23594,10834,15679,12132,0,0,0,1,1,0,31,10,11,30,0.0,0.0,0,131.7,21.95,0,373.15,21.95,312.34,242.64,1103.73,2025-01,65035,113346,0,22,13,87.19
North America,2025-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2025-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2025-01-30,2588,3135,0,1317,0,0,0,0,0,0,170,12,0,1,0,0,0,0,0,0,884.38,139.27,0,175.6,0.0,0,0.0,0.0,0.0,0.0,1199.25,2025-01,7040,36010,0,31,6,87.19
North America,2025-01-31,4766,4133,0,8187,2036,0,82700,27798,26411,33939,342,20,0,1,2,0,55,17,40,53,1464.33,174.08,0,812.15,43.9,0,768.25,43.9,526.28,678.78,4511.67,2025-01,189970,288172,0,27,18,87.19
North America,2025-02-01,1175,4402,0,3435,5665,0,54111,21817,10075,19050,193,14,0,4,12,0,73,19,13,38,577.07,124.28,0,241.45,21.95,0,395.1,21.95,200.82,381.0,1963.62,2025-02,119730,200381,0,13,8,87.19
North America,2025-02-02,0,0,0,526,2233,0,23407,10904,13128,13010,0,0,0,0,4,0,22,12,6,29,0.0,0.0,0,87.8,21.95,0,373.15,21.95,260.18,260.2,1025.23,2025-02,63208,103863,0,18,11,87.19
North America,2025-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
North America,2025-02-04,4916,2623,0,1150,1883,0,58348,14410,13415,19963,483,16,0,2,3,0,46,22,17,37,2365.11,160.65,0,658.5,43.9,0,395.1,21.95,267.68,399.26,4312.15,2025-02,116708,174994,0,26,17,87.19
North America,2025-02-05,5377,5518,0,10752,4999,0,70215,34588,23967,33095,333,28,0,12,6,0,128,32,47,65,1065.87,240.73,0,592.65,21.95,0,768.25,43.9,477.82,661.9,3873.07,2025-02,188511,299120,0,39,25,87.19
North America,2025-02-06,0,0,0,229,2291,0,23702,10456,15707,11088,0,0,0,1,1,0,26,13,10,48,0.0,0.0,0,65.85,21.95,0,351.2,21.95,310.12,221.76,992.83,2025-02,63473,107136,0,76,45,87.19
North America,2025-02-07,5900,2719,0,641,1903,0,61372,11841,15669,19887,343,19,0,0,1,0,60,25,25,35,1699.94,186.97,0,614.6,43.9,0,460.95,21.95,312.4,397.74,3738.45,2025-02,119932,187189,0,48,31,87.19
North America,2025-02-08,2302,4394,0,10309,5798,0,92903,34651,23562,33225,472,17,0,15,5,0,131,34,36,64,1515.23,153.67,0,658.5,43.9,0,1031.65,43.9,469.46,664.5,4580.81,2025-02,207144,339916,0,53,32,87.19
North America,2025-02-09,0,0,0,0,0,0,2,10392,14249,10804,0,0,0,0,0,0,0,19,8,23,0.0,0.0,0,0.0,0.0,0,21.95,21.95,283.82,216.08,543.8,2025-02,35447,55497,0,58,37,87.19
North America,2025-02-10,5729,4118,0,4356,6409,0,82258,16156,17493,19990,427,17,0,4,4,0,64,17,24,35,2113.8,178.8,0,658.5,43.9,0,658.5,21.95,348.46,399.8,4423.71,2025-02,156509,260213,0,42,25,87.19
North America,2025-02-11,1751,6432,0,13117,8369,0,79433,45477,42125,44883,383,24,0,7,14,0,104,50,68,85,1208.17,207.98,0,658.5,43.9,0,899.95,65.85,837.56,897.66,4819.57,2025-02,241587,410270,0,48,28,87.19
North America,2025-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
